id,category,slokamrtam_reference,sloka_title,sloka_text,scripture_reference,word_by_word_meaning,translation
669,Sādhana-bhakti-tattva,12.F.16,The endeavor for sense gratification is a useless waste of time,"yadā na paśyaty ayathā guṇehāṁ
 svārthe pramattaḥ sahasā vipaścit
 gata-smṛtir vindati tatra tāpān
 āsādya maithunyam agāram ajñaḥ",SB 5.5.7,yadā—when; na—not; paśyati—sees; ayathā—unnecessary; guṇa-īhām—endeavor to satisfy the senses; sva-arthe—in self-interest; pramattaḥ—mad; sahasā—very soon; vipaścit—even one advanced in knowledge; gata-smṛtiḥ—being forgetful; vindati—gets; tatra—there; tāpān—material miseries; āsādya—getting; maithunyam—based on sexual intercourse; agāram—a home; ajñaḥ—being foolish.,"Even though one may be very learned and wise, he is mad if he does not understand that the endeavor for sense gratification is a useless waste of time. Being forgetful of his own interest, he tries to be happy in the material world, centering his interests on his homelife, which is based on sexual intercourse and which brings him all kinds of material miseries. In this way one is no better than a foolish animal."
670,Sādhana-bhakti-tattva,12.F.17,One who does not hear from sādhus is no better than an ass,"yasyātma-buddhiḥ kuṇape tri-dhātuke
 sva-dhīḥ kalatrādiṣu bhauma ijya-dhīḥ
 yat-tīrtha-buddhiḥ salile na karhicij
 janeṣv abhijñeṣu sa eva go-kharaḥ",SB 10.84.13,yasya—whose; ātma—as his self; buddhiḥ—idea; kuṇape—in a baglike body; tri-dhātuke—made of three basic elements; sva—as his own; dhīḥ—idea; kalatra-ādiṣu—in wife and so on; bhaume—in earth; ijya—as worshipable; dhīḥ—idea; yat—whose; tīrtha—as a place of pilgrimage; buddhiḥ—idea; salile—in water; na karhicit—never; janeṣu—in men; abhijñeṣu—wise; saḥ—he; eva—indeed; gaḥ—an animal; kharaḥ—or an ass [which is a symbol of ignorance and stupidity].,"One who considers this corpse-like body, comprised of the three elements vata, pitta, and kapha, to be his real self; who regards his wife, children, and others as his very own; who considers mundane forms made of earth, stone, or wood to be worshipable; and who regards mere water to be a place of pilgrimage – but who does not consider the bhagavad-bhaktas to be more dear than his very self, to be his very own, to be worshipable, and to be places of pilgrimage; such a person, though human, is no better than an ass among animals."
671,Sādhana-bhakti-tattva,12.F.18,"The attraction between male and female is the basic principle of material existence, and this misconception shackles the jīva to material illusions","puṁsaḥ striyā mithunī-bhāvam etaṁ
 tayor mitho hṛdaya-granthim āhuḥ
 ato gṛha-kṣetra-sutāpta-vittair
 janasya moho 'yam ahaṁ mameti",SB 5.5.8,puṁsaḥ—of a male; striyāḥ—of a female; mithunī-bhāvam—attraction for sexual life; etam—this; tayoḥ—of both of them; mithaḥ—between one another; hṛdaya-granthim—the knot of the hearts; āhuḥ—they call; ataḥ—thereafter; gṛha—by home; kṣetra—field; suta—children; āpta—relatives; vittaiḥ—and by wealth; janasya—of the living being; mohaḥ—illusion; ayam—this; aham—I; mama—mine; iti—thus.,"The attraction between male and female is the basic principle of material existence. On the basis of this misconception, which ties together the hearts of the male and female, one becomes attracted to his body, home, property, children, relatives and wealth. In this way one increases life's illusions and thinks in terms of ""I and mine."""
672,Sādhana-bhakti-tattva,12.F.19,Sex life is compared to the scratching of an itch,"yan maithunādi-gṛhamedhi-sukhaṁ hi tucchaṁ
 kaṇḍūyanena karayor iva duḥkha-duḥkham
 tṛpyanti neha kṛpaṇā bahu-duḥkha-bhājaḥ
 kaṇḍūtivan manasijaṁ viṣaheta dhīraḥ",SB 7.9.45,"yat—that which (is meant for material sense gratification); maithuna-ādi—represented by talking of sex, reading sexual literature or enjoying sex life); gṛhamedhi-sukham—all types of material happiness based on attachment to family, society, friendship, etc.; hi—indeed; tuccham—insignificant; kaṇḍūyanena—with the itching; karayoḥ—of the two hands (to relieve the itching); iva—like; duḥkha-duḥkham—different types of unhappiness (into which one is put after such itching sense gratification); tṛpyanti—become satisfied; na—never; iha—in material sense gratification; kṛpaṇāḥ—the foolish persons; bahu-duḥkha-bhājaḥ—subjected to various types of material unhappiness; kaṇḍūti-vat—if one can learn from such itching; manasi-jam—which is simply a mental concoction (actually there is no happiness); viṣaheta—and tolerates (such itching); dhīraḥ—(he can become) a most perfect, sober person.","Sex life is compared to the rubbing of two hands to relieve an itch. Gṛhamedhīs, so-called gṛhasthas (householders) who have no spiritual knowledge, think that this itching is the greatest platform of happiness, although actually it is a source of distress. The kṛpaṇas, the fools who are just the opposite of brāhmaṇas, are not satisfied by repeated sensual enjoyment. Those who are dhīra, however, who are sober and who tolerate this itching, are not subjected to the sufferings of fools."
673,Sādhana-bhakti-tattva,12.F.21,"Woman is compared to fire, and man is compared to a butter pot","nanv agniḥ pramadā nāma / ghṛta-kumbha-samaḥ pumān
 sutām api raho jahyād / anyadā yāvad-artha-kṛt",SB 7.12.9,nanu—certainly; agniḥ—the fire; pramadā—the woman (one who bewilders the mind of man); nāma—the very name; ghṛta-kumbha—a pot of butter; samaḥ—like; pumān—a man; sutām api—even one's daughter; rahaḥ—in a secluded place; jahyāt—one must not associate with; anyadā—with other women also; yāvat—as much as; artha-kṛt—required.,"Woman is compared to fire, and man is compared to a butter pot. Therefore a man should avoid associating even with his own daughter in a secluded place. Similarly, he should also avoid association with other women. One should associate with women only for important business and not otherwise."
674,Sādhana-bhakti-tattva,12.F.22,The Woman is the representation of māyā,"yopayāti śanair māyā / yoṣid deva-vinirmitā
 tām īkṣetātmano mṛtyuṁ / tṛṇaiḥ kūpam ivāvṛtam",SB 3.31.40,yā—she who; upayāti—approaches; śanaiḥ—slowly; māyā—representation of māyā; yoṣit—woman; deva—by the Lord; vinirmitā—created; tām—her; īkṣeta—one must regard; ātmanaḥ—of the soul; mṛtyum—death; tṛṇaiḥ—with grass; kūpam—a well; iva—like; āvṛtam—covered.,"The woman, created by the Lord, is the representation of māyā, and one who associates with her by accepting services must certainly know that this is the way of death, just like a blind well covered with grass."
675,Sādhana-bhakti-tattva,12.F.23(a),By associating with a woman one falls into the dark well of material life,"dṛṣṭvā striyaṁ deva-māyāṁ / tad-bhāvair ajitendriyaḥ
 pralobhitaḥ pataty andhe / tamasy agnau pataṅga-vat",SB 11.8.7,dṛṣṭvā—seeing; striyam—a woman; deva-māyām—whose form is created by the illusory energy of the Lord; tat-bhāvaiḥ—by the alluring seductive activities of the woman; ajita—one who has not controlled; indriyaḥ—his senses; pralobhitaḥ—enticed; patati—falls down; andhe—into the blindness of ignorance; tamasi—into the darkness of hell; agnau—in the fire; pataṅga-vat—just like the moth.,"One who has failed to control his senses immediately feels attraction upon seeing a woman's form, which is created by the illusory energy of the Supreme Lord. Indeed, when the woman speaks with enticing words, smiles coquettishly and moves her body sensuously, his mind is immediately captured, and thus he falls blindly into the darkness of material existence, just as the moth attracted by the bright fire rushes blindly into its flames."
676,Sādhana-bhakti-tattva,12.F.23(b),Fools rush in,"yoṣid-dhiraṇyābharaṇāmbarādi-
 dravyeṣu māyā-raciteṣu mūḍhaḥ
 pralobhitātmā hy upabhoga-buddhyā
 pataṅga-van naśyati naṣṭa-dṛṣṭiḥ",SB 11.8.8,yoṣit—of women; hiraṇya—golden; ābharaṇa—ornaments; ambara—clothing; ādi—and so on; dravyeṣu—upon seeing such things; māyā—by the illusory energy of the Lord; raciteṣu—manufactured; mūḍhaḥ—a fool with no discrimination; pralobhita—aroused by lusty desires; ātmā—such a person; hi—certainly; upabhoga—for sense gratification; buddhyā—with the desire; pataṅga-vat—like the moth; naśyati—is destroyed; naṣṭa—is ruined; dṛṣṭiḥ—whose intelligence.,"A foolish person with no intelligent discrimination is immediately aroused at the sight of a lusty woman beautifully decorated with golden ornaments, fine clothing and other cosmetic features. Being eager for sense gratification, such a fool loses all intelligence and is destroyed just like the moth who rushes into the blazing fire."
677,Sādhana-bhakti-tattva,12.F.24,Knowledge will not protect one from unwanted association with the opposite sex,"stambhayann ātmanātmānaṁ / yāvat sattvaṁ yathā-śrutam
 na śaśāka samādhātuṁ / mano madana-vepitam",SB 6.1.62,"stambhayan—trying to control; ātmanā—by the intelligence; ātmānam—the mind; yāvat sattvam—as far as possible for him; yathā-śrutam—by remembering the instruction (of celibacy, brahmacarya, not even to see a woman); na—not; śaśāka—was able; samādhātum—to restrain; manaḥ—the mind; madana-vepitam — agitated by Cupid or lusty desire.","After seeing the prostitute, the mind of Ajāmila became agitated. He tried hard to control his mind by fortitude and śāstric knowledge but, being agitated by Cupid, he was unable to do so."
678,Sādhana-bhakti-tattva,12.F.25,One should not sit on the same seat with a woman,"mātrā svasrā duhitrā vā / nāviviktāsano bhavet
 balavān indriya-grāmo / vidvāṁsam api karṣati",SB 9.19.17,mātrā—with one's mother; svasrā—with one's sister; duhitrā—with ones own daughter; vā—either; na—not; avivikta-āsanaḥ—seated alone; bhavet—one should be; balavān—very strong; indriya-grāmaḥ—the group of senses; vidvāṁsam—the very learned and advanced person; api—even; karṣati—agitates.,"One should not allow oneself to sit alone even with one's own mother, sister or daughter, for the senses are so strong that even though one is very advanced in knowledge, he may be attracted by sex."
679,Sādhana-bhakti-tattva,12.F.26,Association with women is forbidden for those in the renounced order,"strīṇāṁ nirīkṣaṇa-sparśa- / saṁlāpa-kṣvelanādikam
 prāṇino mithunī-bhūtān / agṛhastho 'gratas tyajet",SB 11.17.33,"strīṇām—in relation to women; nirīkṣaṇa—glancing; sparśa—touching; saṁlāpa—conversing; kṣvelana—joking or sporting; ādikam—and so on; prāṇinaḥ—living entities; mithunī-bhūtān—engaged in sex; agṛha-sthaḥ—a sannyāsī, vānaprastha or brahmacārī; agrataḥ—first of all; tyajet—should give up.","Those who are not married—sannyāsīs, vānaprasthas and brahmacārīs—should never associate with women by glancing, touching, conversing, joking or sporting. Neither should they ever associate with men who engage in sexual activities."
680,Sādhana-bhakti-tattva,12.F.27,Materialistic men are mere dancing dogs in the hands of women,"teṣv aśānteṣu mūḍheṣu / khaṇḍitātmasv asādhuṣu
 saṅgaṁ na kuryāc chocyeṣu / yoṣit-krīḍā-mṛgeṣu ca",SB 3.31.34,teṣu—with those; aśānteṣu—agitated; mūḍheṣu—fools; khaṇḍita-ātmasu—bereft of self-realisation; asādhuṣu—wicked; saṅgam—association; na—not; kuryāt—one should make; śocyeṣu—pitiable; yoṣit—of women; krīḍā-mṛgeṣu—dancing dogs; ca—and.,"One should never associate with foolish, agitated, materialistic men who are bereft of self-realisation and are like dancing dogs in the hands of women."
681,Sādhana-bhakti-tattva,12.F.28,Illicit association with women opens wide the door to hell,"saṅgaṁ na kuryāt pramadāsu jātu
 yogasya pāraṁ param ārurukṣuḥ
 mat-sevayā pratilabdhātma-lābho
 vadanti yā niraya-dvāram asya",SB 3.31.39,saṅgam—association; na—not; kuryāt—one should make; pramadāsu—with women; jātu—ever; yogasya—of yoga; pāram—culmination; param—topmost; ārurukṣuḥ—one who aspires to reach; mat-sevayā—by rendering service unto Me; pratilabdha—obtained; ātma-lābhaḥ—self-realisation; vadanti—they say; yāḥ—which women; niraya—to hell; dvāram—the gateway; asya—of the advancing devotee.,"Those who desire to obtain kṛṣṇa-prema, which is the ultimate fruit of bhakti-yoga, should never indulge in illicit association with women. Learned sages who know the Absolute Truth say that for those who desire liberation from material existence and attainment of the lotus feet of the Lord, illicit connection with women opens wide the door to hell."
682,Sādhana-bhakti-tattva,12.F.29,No greater suffering and bondage than that arising from attachment to women,"na tathāsya bhavet kleśo / bandhaś cānya-prasaṅgataḥ
 yoṣit-saṅgād yathā puṁso / yathā tat-saṅgi-saṅgataḥ",SB 11.14.30,na—not; tathā—like that; asya—of him; bhavet—could be; kleśaḥ—suffering; bandhaḥ—bondage; ca—and; anya-prasaṅgataḥ—from any other attachment; yoṣit—of women; saṅgāt—from attachment; yathā—just as; puṁsaḥ—of a man; yathā—similarly; tat—to women; saṅgi—of those attached; saṅgataḥ—from the association.,"Of all kinds of suffering and bondage arising from various attachments, none is greater than the suffering and bondage arising from attachment to women and intimate contact with those attached to women."
683,Sādhana-bhakti-tattva,12.F.30,A woman who fails to relish Your lotus feet accepts instead a living corpse,"tvak-śmaśru-roma-nakha-keśa-pinaddham antar
 māṁsāsthi-rakta-kṛmi-viṭ-kapha-pitta-vātam
 jīvac-chavaṁ bhajati kānta-matir vimūḍhā
 yā te padābja-makarandam ajighratī strī",SB 10.60.45,tvak—with skin; śmaśru—whiskers; roma—bodily hair; nakha—nails; keśa—and hair on the head; pinaddham—covered; antaḥ—inside; māṁsa—flesh; asthi—bones; rakta—blood; kṛmi—worms; viṭ—stool; kapha—mucus; pitta—bile; vātam—and air; jīvat—living; śavam—a corpse; bhajati—worships; kānta—as husband or lover; matiḥ—whose idea; vimūḍhā—totally bewildered; yā—who; te—Your; pada-abja—of the lotus feet; makarandam—the honey; ajighratī—not smelling; strī—woman.,"[Rukmiṇī Devī said:] ""A woman who fails to relish the fragrance of the honey of Your lotus feet becomes totally befooled, and thus she accepts as her husband or lover a living corpse covered with skin, whiskers, nails, head-hair and body-hair and filled with flesh, bones, blood, parasites, stool, mucus, bile and air."""
684,Sādhana-bhakti-tattva,12.F.31,Therefore one should kick out bad company and take up saintly association,"tato duḥsaṅgam utsṛjya
 satsu sajjeta buddhimān
 santa evāsya chindanti
 mano-vyāsaṅgam uktibhiḥ",SB 11.26.26,tataḥ—therefore; duḥsaṅgam—bad association; utsṛjya—throwing away; satsu—to saintly devotees; sajjeta—he should become attached; buddhimān—one who is intelligent; santaḥ—saintly persons; eva—only; asya—his; chindanti—cut off; manaḥ—of the mind; vyāsaṅgam—excessive attachment; uktibhiḥ—by their words.,"An intelligent person should therefore reject all bad association and instead take up the association of saintly devotees, whose words cut off the excessive material attachments of one's mind."
685,Sādhana-bhakti-tattva,12.F.31,"""Give up the blind well of family life and accept sādhu-saṅga""","tat sādhu manye 'sura-varya dehināṁ
 sadā samudvigna-dhiyām asad-grahāt
 hitvātma-pātaṁ gṛham andha-kūpaṁ
 vanaṁ gato yad dharim āśrayeta",SB 7.5.5,"śrī-prahlādaḥ uvāca—Prahlāda Mahārāja replied; tat—that; sādhu—very good, or the best part of life; manye—I think; asura-varya—O King of the asuras; dehinām—of persons who have accepted the material body; sadā—always; samudvigna—full of anxieties; dhiyām—whose intelligence; asat-grahāt—because of accepting the temporary body or bodily relations as real; hitvā—giving up; ātma-pātam—the place where spiritual culture or self-realisation is stopped; gṛham—the bodily concept of life, or household life; andha-kūpam—which is nothing but a blind well (where there is no water but one nonetheless searches for water); vanam—to the forest; gataḥ—going; yat—which; harim—Śrī Hari; āśrayeta—may take shelter of.","Prahlāda Mahārāja replied: O best of the asuras, King of the demons, as far as I have learned from my spiritual master, any person who has accepted a temporary body is certainly embarrassed by anxiety because of having fallen in the dark well of family life (or the bodily concept of life) where there is no water [rasa] but only suffering. One should give up this position and go to the forest [i.e. accept sādhu-saṅga]. More specifically, one should go to Vṛndāvana, where only pure, spontaneous bhakti prevails, and thus take shelter of Rādhā and Kṛṣṇa."
686,Sādhana-bhakti-tattva,12.F.32,A renunciant should not associate with a woman even in dreams,"vairāgī, bhāī grāmya-kathā nā śunibe kāne
 grāmya-vārtā nā kahibe jabe milibe āne
 svapne o nā kara bhāī strī-sambhāṣaṇa
 gṛhe strī chāḍiyā bhāi āsiyācha vana
 yadi cāha praṇaya rākhite gaurāṅgera sane
 choṭa haridāsera kathā thāke jena mane
 bhāla nā khāibe āra bhāla nā paribe
 hṛdayete rādhā-kṛṣṇa sarvadā sevibe",Prema-vivarta 7.3.1-4,,"""O Vaiṣṇava mendicant, O brother, whomever you should meet, do not hear from him nor speak with him about mundane subjects. Do not speak intimately with a woman even in your dreams. O brother! You should give up your wife and household and retire to the forest. If you wish to develop love for the lotus feet of Śrī Śacīnandana Gaurahari, then you should always remember the example of Choṭa Haridāsa. If you desire bhagavat-bhakti, then you should not eat delicious food nor dress yourself very luxuriously. In this way you should always serve Śrī Rādhā-Kṛṣṇa within your heart."""
687,Sādhana-bhakti-tattva,12.F.33,Food cooked by nondevotees is to be strictly avoided,"viṣayīra anna khāile malina haya mana
 malina mana haile nahe kṛṣṇera smaraṇa",CC Antya 6.278,viṣayīra—of materialistic persons; anna—food; khāile—if one eats; malina—contaminated; haya mana—the mind becomes; malina—contaminated; mana haile—when the mind becomes; nahe—is not; kṛṣṇera—of Lord Kṛṣṇa; smaraṇa—remembrance.,"""When one eats food offered by sensuous or worldly people, one's mind becomes contaminated, and in that state one is unable to remember Kṛṣṇa."""
688,Sādhana-bhakti-tattva,12.F.35,The conditioned soul is always inclined to sex,"loke vyavāyāmiṣa-madya-sevā / nityā hi jantor na hi tatra codanā
 vyavasthitis teṣu vivāha-yajña / surā-grahair āsu nivṛttir iṣṭā",SB 11.5.11,loke—in the material world; vyavāya—sex indulgence; āmiṣa—of meat; madya—of liquor; sevāḥ—the taking; nityāḥ—always found; hi—indeed; jantoḥ—in the conditioned living being; na—not; hi—indeed; tatra—in regard to them; codanā—any command of scripture; vyavasthitiḥ—the prescribed arrangement; teṣu—in these; vivāha—by sacred marriage; yajña—the offering of sacrifice; surā-grahaiḥ—and the acceptance of ritual cups of wine; āsu—of these; nivṛttiḥ—cessation; iṣṭā—is the desired end.,"In this material world the conditioned soul is always inclined to sex, meat-eating and intoxication. Therefore religious scriptures never actually encourage such activities. Although the scriptural injunctions provide for sex through sacred marriage, for meat-eating through sacrificial offerings and for intoxication through the acceptance of ritual cups of wine, such ceremonies are meant for the ultimate purpose of renunciation."
689,Sādhana-bhakti-tattva,12.F.36,Praying to be protected from lusty desires,sanat-kumāro 'vatu kāmadevād,SB 6.8.17,sanat-kumāraḥ—the great brahmacārī named Sanat-kumāra; avatu—may he protect; kāma-devāt—from the hands of Cupid or lusty desire.,"May Sanat-Kumāra protect me from lusty desires and save me from the strong urge of sex. (As I begin some auspicious activity, O Sanat-Kumāra, topmost brahmacāri, please protect me from these lusty desires. You have conquered lust, therefore please shower your mercy and blessings upon me, then I will be able to conquer this most formidable enemy in the form of lust and remain brahmacārī). (expanded translation by Śrī Gaura Govinda Mahārāja)"
690,Sādhana-bhakti-tattva,12.F.37,"O my Lord, there is no limit to the unwanted orders of my lusty desires","kāmādīnāṁ kati na katidhā pālitā durnideśās
 teṣāṁ jātā mayi na karuṇā na trapā nopaśāntiḥ
 utsṛjyaitān atha yadu-pate sāmprataṁ labdha-buddhis
 tvām āyātaḥ śaraṇam abhayaṁ māṁ niyuṅkṣvātma-dāsye",CC Mad 22.16,"kāma-ādīnām—of my masters such as lust, anger, greed, illusion and envy; kati—how many; na—not; katidhā—in how many ways; pālitāḥ—obeyed; duḥ-nideśāḥ—undesirable orders; teṣām—of them; jātā—generated; mayi—unto me; na—not; karuṇā—mercy; na—not; trapā—shame; na—not; upaśāntiḥ—desire to cease; utsṛjya—giving up; etān—all these; atha—herewith; yadu-pate—O best of the Yadu dynasty; sāmpratam—now; labdha-buddhiḥ—having awakened intelligence; tvām—You; āyātaḥ—approached; śaraṇam—who are the shelter; abhayam—fearless; mām—me; niyuṅkṣva—please engage; ātma-dāsye—in Your personal service.","""O my Lord, there is no limit to the unwanted orders of my lusty desires. Although I have rendered these desires so much service, they have not shown any mercy to me. I have not been ashamed to serve them, nor have I even desired to give them up. O my Lord, O head of the Yadu dynasty, recently, however, my intelligence has been awakened, and now I am giving them up. Due to transcendental intelligence, I now refuse to obey the unwanted orders of these desires, and I now come to You to surrender myself at Your fearless lotus feet. Kindly engage me in Your personal service and save me."""
691,Sādhana-bhakti-tattva,12.F.38,The thought of sex causes Yāmunācārya to spit in disgust,"yadāvadhi mama cetaḥ kṛṣṇa-padāravinde
 nava-nava-rasa-dhāmany udyataṁ rantum āsīt
 tadāvadhi bata nāri-saṅgame smaryamāne
 bhavati mukha-vikāraḥ suṣṭu niṣṭhīvanaṁ ca",Yamunā-stotram,yadā-avadhi—ever since; mama—my; cetaḥ—mind; kṛṣṇa-pada-āravinde—at the lotus feet of Kṛṣṇa; nava-nava—newer and newer; rasa-dhāmani—the glories of transcendental taste; udyata—has arisen; rantum—to enjoy; āsīt—was; tadā-avadhi—since then; bata—ah!; nārī-saṅgame—the association of women for sense gratification; smaryamāne—being remembered; bhavati—it becomes; mukha-vikāraḥ—lips or face contorted in disgust; suṣṭu—exceedingly; niṣṭhīvanam—in the act of spitting; ca—and.,"Since my mind have become attracted by the transcendental loving service and beauty of Rādhā and Kṛṣṇa, relishing ever new pleasure in Their rasa, whenever there is attraction for a woman or a memory of sex-life, I at once spit at the thought and my lips curl in disgust."
692,Sādhana-bhakti-tattva,12.F.39,"Remaining undisturbed by the incessant flow of desires, one can attain peace","āpūryamāṇam acala-pratiṣṭhaṁ / samudram āpaḥ praviśanti yadvat
 tadvat kāmā yaṁ praviśanti sarve / sa śāntim āpnoti na kāma-kāmī",BG 2.70,āpūryamāṇam—always being filled; acala-pratiṣṭham—steadily situated; samudram—the ocean; āpaḥ—waters; praviśanti—enter; yadvat—as; tadvat—so; kāmāḥ—desires; yam—unto whom; praviśanti—enter; sarve—all; saḥ—that person; śāntim—peace; āpnoti—achieves; na—not; kāma-kāmī—one who desires to fulfill desires.,"A person who is not disturbed by the incessant flow of desires—that enter like rivers into the ocean, which is ever being filled but is always still—can alone achieve peace, and not the man who strives to satisfy such desires."
693,Sādhana-bhakti-tattva,12.F.40,Steady the mind by bhakti and thus conquer the insatiable enemy of lust,"vihāya kāmān yaḥ sarvān / pumāṁś carati niḥspṛhaḥ
 nirmamo nirahaṅkāraḥ / sa śāntim adhigacchati",BG 2.71,vihāya—giving up; kāmān—material desires for sense gratification; yaḥ—who; sarvān—all; pumān—a person; carati—lives; niḥspṛhaḥ—desireless; nirmamaḥ—without a sense of proprietorship; nirahaṅkāraḥ—without false ego; saḥ—he; śāntim—perfect peace; adhigacchati—attains.,"A person who has given up all desires for sense gratification, who lives free from desires, who has given up all sense of proprietorship and is devoid of false ego—he alone can attain real peace."
694,Sādhana-bhakti-tattva,12.F.41,A Confession to Gopīnātha,"gopīnātha, āmi to' kāmera dāsa
 viṣaya-vāsanā, jāgiche hṛdaye, phādiche karama phāse (2)
 gopīnātha, kabe vā jāgiba āmi
 kāma-rūpa ari, dūre teyāgibo, hṛdaye sphuribe tumi (3)",Gopīnātha,gopīnātha—O Gopīnātha; āmi—I; to'—indeed; kāmera—of lust; dāsa—the servant; biṣaya—material; bāsanā—desires; jāgiche—awaken; hṛdoye—in the heart; phāndiche—caught; karama—of karma; phāṅse—in the noose; gopīnātha—O Gopīnātha; kabe—when?; bā—or; jāgibaḥ—will awaken; āmi—I; kāma-rūpa—in the form of lust; ari—the enemy; dūre—far away; teyāgibaḥ—I will abandon; hṛdoye—in the heart; sphuribe—manifest; tumi—You.,"O Gopīnātha, I am the faithful servant of lust. So many desires for mundane sense enjoyment are dawning within my heart, anam being choked by the noose of fruitive actions and reactions. O Gopīnātha, when will I wake up and cast far away my enemy in the form of lust? I will only be able to do so if You will kindly manifest Yourself in my heart."
695,Sādhana-bhakti-tattva,12.F.42,How can Kāmadeva be stopped?,"kāśāyan na ca bhojanādi-niyamān no vā vane vāsato
 vyākhyānād athavā muni-vrata-bharāc cittodbhavaḥ kṣīyate
 kintu sphīta-kalinda-śaila-tanayā-tīreṣu vikrīḍato
 govindasya padāravinda-bhajanārambhasya leśād api",Padyāvalī 11 – author unknown,kāśāyāt—from the saffron color; na—not; ca—and; bhojana—of eating; ādi—etc.; niyamāt—from restraint; na—not; vā—or; vane—in the forest; vāsataḥ—from the residence; vyākhyānāt—from explanation of the scriptures; athavā—or; muni-vrata—from the vow of silence; bharāt—great; citta-udbhavaḥ—cupid; kṣīyate—becomes weakened; kintu—but; sphīta—broad; kalinda—of Mount Kalinda; śaila—mountain; tanayā—of the daughter (the Yamunā River); tīreṣu—on the baṅks; vikrīḍataḥ—playing; govindasya—of Lord Govinda; pada—feet; aravinda—lotus flowers; bhajana—of the devotional service; ārambhasya—of the beginning; leśāt—from a little particle; api—even.,"Not by wearing saffron cloth, not by restricting food and other sense-activities, not by living in the forest, not by discussing philosophy, and not by observing a vow of silence, but only by the slightest commencement of devotional service to the lotus feet of Lord Govinda, who enjoys pastimes on the Yamunā's wide banks, is the influence Kāmadeva checked."
696,Sādhana-bhakti-tattva,12.F.43,A devotee is not defeated by sense gratification,"bādhyamāno 'pi mad-bhakto
 viṣayair ajitendriyaḥ
 prāyaḥ pragalbhayā bhaktyā
 viṣayair nābhibhūyate",SB 11.14.18,bādhyamānaḥ—being harassed; api—even though; mat-bhaktaḥ—My devotee; viṣayaiḥ—by the sense objects; ajita—without having conquered; indriyaḥ—the senses; prāyaḥ—generally; pragalbhayā—effective and strong; bhaktyā—by devotion; viṣayaiḥ—by sense gratification; na—not; abhibhūyate—is defeated.,"My dear Uddhava, if My devotee has not fully conquered his senses, he may be harassed by material desires, but because of his unflinching devotion for Me, he will not be defeated by sense gratification."
697,Sādhana-bhakti-tattva,12.F.44,Bhakti burns sins to ashes,"yathāgniḥ su-samṛddhārciḥ
 karoty edhāṁsi bhasmasāt
 tathā mad-viṣayā bhaktir
 uddhavaināṁsi kṛtsnaśaḥ",SB 11.14.19,yathā—just as; agniḥ—fire; su-samṛddha—blazing; arciḥ—whose flames; karoti—turns; edhāṁsi—firewood; bhasma-sāt—into ashes; tathā—similarly; mat-viṣayā—with Me as the object; bhaktiḥ—devotion; uddhava—O Uddhava; enāṁsi—sins; kṛtsnaśaḥ—completely.,"My dear Uddhava, just as a blazing fire turns firewood into ashes, similarly, devotion unto Me completely burns to ashes sins committed by My devotees."
698,Sādhana-bhakti-tattva,12.F.45,One should give up deceit and hypocricy,"are cetaḥ prodyat-kapaṭa-kuṭi-nāṭi-bhara-khara-
 kṣaran-mūtre snātvā dahasi katham ātmānam api mām
 sadā tvaṁ gāndharvā-giridhara-pada-prema-vilasat-
 sudhāmbhodhau snātvā svam api nitarāṁ māṁ ca sukhaya (6)",Śrī Manaḥ-śikṣā 6,are—Oh; cetaḥ—mind; prodyat—of fully developed; kapaṭa—deceit; kuṭi-nāṭi—and hypocrisy; bhara—great; khara—donkey; kṣarat—trickling; mūtre—urine; snātvā—bathing; dahasi—you burn; katham—why?; ātmānam—yourself; api—also; mām—me; sadā—always; tvam—you; gāndharvā-giridhara—of Śrī Rādha-Giridhari; pada—of the feet; prema—ecstatic transcendental love; vilasat—arising; sudhā-ambhodhau—in the ocean of nectar; snātvā—bathing; svam—yourself; api—also; nitarām—thoroughly; mām—me; ca—and; sukhaya—delighting.,"(In spite of having subdued the enemies of lust and anger, one may not have conquered the great enemy of deceit. This śloka instructs us how to gain victory over this powerful enemy:) ""O wicked mind! Although you adopt the path of sādhana, you imagine yourself purified by bathing in the trickling urine of the great donkey of full blown deceit and hypocricy. By doing so, you are burning yourself and scorching me, a tiny jīva, simultaneously. Stop this! Delight yourself and me by eternally bathing in the nectarine ocean of pure love for the lotus feet of Śrī Rādhā-Kṛṣṇa-Yugala."""
